iteration	evaluations	runtime[s]	Coste-minimo[MIN]	Productividad-maxima[MAX]
1	25	0.006	20350	465
1	25	0.006	19100	452
1	25	0.006	18450	432
2	50	0.019	20350	465
2	50	0.019	20550	469
2	50	0.019	17800	445
2	50	0.019	19450	462
2	50	0.019	20850	472
2	50	0.019	19300	454
2	50	0.019	18150	452
3	75	0.049	20550	469
3	75	0.049	17800	445
3	75	0.049	20850	472
3	75	0.049	18150	452
3	75	0.049	17650	419
3	75	0.049	18900	467
4	100	0.106	17800	445
4	100	0.106	18150	452
4	100	0.106	18900	467
4	100	0.106	17300	424
4	100	0.106	19450	475
5	125	0.127	17800	445
5	125	0.127	18150	452
5	125	0.127	18900	467
5	125	0.127	17300	424
5	125	0.127	19450	475
6	150	0.156	17800	445
6	150	0.156	18150	452
6	150	0.156	18900	467
6	150	0.156	17300	424
6	150	0.156	19450	475
7	175	0.177	18900	467
7	175	0.177	17300	424
7	175	0.177	19450	475
7	175	0.177	19350	474
7	175	0.177	17800	463
7	175	0.177	17750	427
8	200	0.196	18900	467
8	200	0.196	17300	424
8	200	0.196	19450	475
8	200	0.196	19350	474
8	200	0.196	17800	463
8	200	0.196	17750	427
8	200	0.196	18850	464
8	200	0.196	17700	426
8	200	0.196	16950	409
9	225	0.208	17300	424
9	225	0.208	19450	475
9	225	0.208	19350	474
9	225	0.208	17800	463
9	225	0.208	17750	427
9	225	0.208	18850	464
9	225	0.208	17700	426
9	225	0.208	16950	409
9	225	0.208	18900	467
10	250	0.225	19450	475
10	250	0.225	19350	474
10	250	0.225	17800	463
10	250	0.225	18850	464
10	250	0.225	16950	409
10	250	0.225	18900	467
10	250	0.225	17250	427
10	250	0.225	17650	461
10	250	0.225	17500	450
11	275	0.238	17800	463
11	275	0.238	18850	464
11	275	0.238	16950	409
11	275	0.238	17650	461
11	275	0.238	17500	450
11	275	0.238	18900	469
11	275	0.238	19300	480
11	275	0.238	17200	434
11	275	0.238	17400	439
11	275	0.238	20800	482
12	300	0.27	17500	450
12	300	0.27	17200	434
12	300	0.27	17400	439
12	300	0.27	20800	482
12	300	0.27	17650	472
12	300	0.27	16950	423
12	300	0.27	19050	480
13	325	0.314	17500	450
13	325	0.314	17200	434
13	325	0.314	17400	439
13	325	0.314	17650	472
13	325	0.314	16950	423
13	325	0.314	18900	487
14	350	0.33	17500	450
14	350	0.33	17650	472
14	350	0.33	18900	487
14	350	0.33	16800	441
15	375	0.351	17500	450
15	375	0.351	17650	472
15	375	0.351	18900	487
15	375	0.351	16800	441
16	400	0.374	17500	450
16	400	0.374	17650	472
16	400	0.374	18900	487
16	400	0.374	16800	441
16	400	0.374	17750	477
16	400	0.374	16750	428
17	425	0.428	17650	472
17	425	0.428	18900	487
17	425	0.428	16800	441
17	425	0.428	17750	477
17	425	0.428	16750	428
17	425	0.428	17900	479
17	425	0.428	16650	424
17	425	0.428	17150	461
17	425	0.428	16600	418
18	450	0.472	17650	472
18	450	0.472	18900	487
18	450	0.472	17750	477
18	450	0.472	17900	479
18	450	0.472	17150	461
18	450	0.472	16500	442
18	450	0.472	18800	480
19	475	0.515	17650	472
19	475	0.515	18900	487
19	475	0.515	17750	477
19	475	0.515	17900	479
19	475	0.515	17150	461
19	475	0.515	16500	442
19	475	0.515	18800	480
19	475	0.515	16100	431
20	500	0.552	17650	472
20	500	0.552	17750	477
20	500	0.552	17900	479
20	500	0.552	17150	461
20	500	0.552	16500	442
20	500	0.552	18800	480
20	500	0.552	16100	431
20	500	0.552	18900	487
21	525	0.57	17650	472
21	525	0.57	17750	477
21	525	0.57	17900	479
21	525	0.57	17150	461
21	525	0.57	16500	442
21	525	0.57	16100	431
21	525	0.57	18800	487
22	550	0.574	17650	472
22	550	0.574	17900	479
22	550	0.574	17150	461
22	550	0.574	16500	442
22	550	0.574	16100	431
22	550	0.574	18800	487
22	550	0.574	17350	466
22	550	0.574	17750	477
23	575	0.578	17900	479
23	575	0.578	17150	461
23	575	0.578	16500	442
23	575	0.578	16100	431
23	575	0.578	18800	487
23	575	0.578	17350	466
23	575	0.578	17750	477
23	575	0.578	17650	472
23	575	0.578	16450	436
24	600	0.582	17900	479
24	600	0.582	17150	461
24	600	0.582	16100	431
24	600	0.582	18800	487
24	600	0.582	16450	436
24	600	0.582	17650	472
24	600	0.582	17750	477
24	600	0.582	17350	466
24	600	0.582	16950	452
24	600	0.582	16500	442
24	600	0.582	16750	447
25	625	0.587	17150	461
25	625	0.587	16100	431
25	625	0.587	18800	487
25	625	0.587	16450	436
25	625	0.587	16950	452
25	625	0.587	16750	447
25	625	0.587	17750	477
25	625	0.587	16500	442
25	625	0.587	17350	466
25	625	0.587	17650	472
25	625	0.587	16900	448
25	625	0.587	17800	479
26	650	0.592	17150	461
26	650	0.592	16100	431
26	650	0.592	18800	487
26	650	0.592	16950	452
26	650	0.592	16750	447
26	650	0.592	16900	448
26	650	0.592	17800	479
26	650	0.592	17750	477
26	650	0.592	17350	466
26	650	0.592	16500	442
26	650	0.592	17550	472
26	650	0.592	16450	436
27	675	0.595	17150	461
27	675	0.595	16100	431
27	675	0.595	18800	487
27	675	0.595	16950	452
27	675	0.595	16750	447
27	675	0.595	16900	448
27	675	0.595	16500	442
27	675	0.595	17350	466
27	675	0.595	16450	436
27	675	0.595	17550	472
27	675	0.595	17800	479
27	675	0.595	17650	477
28	700	0.6	16100	431
28	700	0.6	18800	487
28	700	0.6	16950	452
28	700	0.6	16750	447
28	700	0.6	16900	448
28	700	0.6	17650	477
28	700	0.6	16500	442
28	700	0.6	17800	479
28	700	0.6	17550	472
28	700	0.6	16450	436
28	700	0.6	17100	466
29	725	0.61	16100	431
29	725	0.61	18800	487
29	725	0.61	16950	452
29	725	0.61	16900	448
29	725	0.61	17650	477
29	725	0.61	17100	466
29	725	0.61	16500	442
29	725	0.61	16450	436
29	725	0.61	17550	472
29	725	0.61	17800	479
29	725	0.61	18400	485
29	725	0.61	16750	447
29	725	0.61	17400	468
30	750	0.616	16100	431
30	750	0.616	18800	487
30	750	0.616	16900	448
30	750	0.616	17100	466
30	750	0.616	18400	485
30	750	0.616	17400	468
30	750	0.616	16500	442
30	750	0.616	16750	447
30	750	0.616	17550	472
30	750	0.616	16450	436
30	750	0.616	17650	477
30	750	0.616	17800	479
30	750	0.616	16950	452
31	775	0.625	16100	431
31	775	0.625	18800	487
31	775	0.625	17100	466
31	775	0.625	18400	485
31	775	0.625	17400	468
31	775	0.625	16500	442
31	775	0.625	16450	436
31	775	0.625	17550	472
31	775	0.625	17800	479
31	775	0.625	17650	477
31	775	0.625	16950	452
31	775	0.625	17050	456
31	775	0.625	16700	451
32	800	0.634	18800	487
32	800	0.634	17100	466
32	800	0.634	18400	485
32	800	0.634	17050	456
32	800	0.634	16700	451
32	800	0.634	16500	442
32	800	0.634	16450	436
32	800	0.634	17800	479
32	800	0.634	16950	452
32	800	0.634	17400	477
32	800	0.634	16100	431
33	825	0.663	18800	487
33	825	0.663	17100	466
33	825	0.663	18400	485
33	825	0.663	17050	456
33	825	0.663	16700	451
33	825	0.663	17400	477
33	825	0.663	16500	442
33	825	0.663	16450	436
33	825	0.663	17800	479
33	825	0.663	16950	452
33	825	0.663	16100	431
34	850	0.674	18800	487
34	850	0.674	18400	485
34	850	0.674	16700	451
34	850	0.674	17400	477
34	850	0.674	16450	436
34	850	0.674	17800	479
34	850	0.674	16950	452
34	850	0.674	16100	431
34	850	0.674	17000	466
34	850	0.674	16500	442
35	875	0.679	18800	487
35	875	0.679	18400	485
35	875	0.679	16700	451
35	875	0.679	17400	477
35	875	0.679	17000	466
35	875	0.679	17800	479
35	875	0.679	16800	457
35	875	0.679	16050	411
35	875	0.679	16100	431
35	875	0.679	16400	446
36	900	0.684	18800	487
36	900	0.684	18400	485
36	900	0.684	16700	451
36	900	0.684	17000	466
36	900	0.684	16800	457
36	900	0.684	16050	411
36	900	0.684	16400	446
36	900	0.684	17800	479
36	900	0.684	16100	431
36	900	0.684	17400	477
36	900	0.684	16350	436
37	925	0.734	18800	487
37	925	0.734	16700	451
37	925	0.734	17000	466
37	925	0.734	16050	411
37	925	0.734	16400	446
37	925	0.734	16350	436
37	925	0.734	17800	479
37	925	0.734	17400	477
37	925	0.734	16800	457
37	925	0.734	18400	485
37	925	0.734	16100	431
38	950	0.74	18800	487
38	950	0.74	16700	451
38	950	0.74	16400	446
38	950	0.74	16350	436
38	950	0.74	16800	457
38	950	0.74	16100	431
38	950	0.74	16050	411
38	950	0.74	17000	466
38	950	0.74	17800	479
38	950	0.74	17400	477
38	950	0.74	18400	485
39	975	0.744	18800	487
39	975	0.744	17000	466
39	975	0.744	16050	411
39	975	0.744	16800	457
39	975	0.744	18400	485
39	975	0.744	17400	477
39	975	0.744	16700	451
39	975	0.744	17800	479
39	975	0.744	16400	446
39	975	0.744	16100	431
39	975	0.744	16350	436
40	1000	0.806	16700	451
40	1000	0.806	16800	457
40	1000	0.806	16350	436
40	1000	0.806	16050	411
40	1000	0.806	17000	466
40	1000	0.806	18400	485
40	1000	0.806	16100	431
40	1000	0.806	16400	446
40	1000	0.806	17400	477
40	1000	0.806	17800	479
40	1000	0.806	18800	487
41	1025	0.942	18800	487
41	1025	0.942	16050	411
41	1025	0.942	16800	457
41	1025	0.942	16100	431
41	1025	0.942	17800	479
41	1025	0.942	17400	477
41	1025	0.942	17350	467
41	1025	0.942	16350	436
41	1025	0.942	16700	451
41	1025	0.942	16400	446
41	1025	0.942	17000	466
41	1025	0.942	18400	485
42	1050	0.989	17350	467
42	1050	0.989	16800	457
42	1050	0.989	16050	411
42	1050	0.989	18400	485
42	1050	0.989	16100	431
42	1050	0.989	16350	436
42	1050	0.989	16400	446
42	1050	0.989	18800	487
42	1050	0.989	17000	466
42	1050	0.989	16700	451
42	1050	0.989	17400	477
42	1050	0.989	17800	479
43	1075	0.997	17350	467
43	1075	0.997	16050	411
43	1075	0.997	17800	479
43	1075	0.997	18800	487
43	1075	0.997	18400	485
43	1075	0.997	17400	477
43	1075	0.997	16700	451
43	1075	0.997	16100	431
43	1075	0.997	17000	466
43	1075	0.997	16400	446
43	1075	0.997	16350	436
43	1075	0.997	16800	457
44	1100	1.12	16800	457
44	1100	1.12	16050	411
44	1100	1.12	18400	485
44	1100	1.12	16100	431
44	1100	1.12	16400	446
44	1100	1.12	18800	487
44	1100	1.12	17350	467
44	1100	1.12	17400	477
44	1100	1.12	17800	479
44	1100	1.12	16700	451
44	1100	1.12	17000	466
44	1100	1.12	16350	436
45	1125	1.13	16050	411
45	1125	1.13	17350	467
45	1125	1.13	18400	485
45	1125	1.13	16100	431
45	1125	1.13	17000	466
45	1125	1.13	16700	451
45	1125	1.13	16400	446
45	1125	1.13	16800	457
45	1125	1.13	18800	487
45	1125	1.13	16350	436
45	1125	1.13	17800	479
45	1125	1.13	17400	477
46	1150	1.136	16050	411
46	1150	1.136	18400	485
46	1150	1.136	17350	467
46	1150	1.136	16350	436
46	1150	1.136	16400	446
46	1150	1.136	17800	479
46	1150	1.136	17400	477
46	1150	1.136	16700	451
46	1150	1.136	17000	466
46	1150	1.136	16800	457
46	1150	1.136	18800	487
46	1150	1.136	16100	431
47	1175	1.141	16050	411
47	1175	1.141	17350	467
47	1175	1.141	16100	431
47	1175	1.141	16700	451
47	1175	1.141	16400	446
47	1175	1.141	16350	436
47	1175	1.141	17800	479
47	1175	1.141	17400	477
47	1175	1.141	18400	485
47	1175	1.141	16800	457
47	1175	1.141	17000	466
47	1175	1.141	18800	487
48	1200	1.151	16050	411
48	1200	1.151	17350	467
48	1200	1.151	16350	436
48	1200	1.151	17800	479
48	1200	1.151	17000	466
48	1200	1.151	16800	457
48	1200	1.151	16100	431
48	1200	1.151	16700	451
48	1200	1.151	18400	485
48	1200	1.151	17400	477
48	1200	1.151	16400	446
48	1200	1.151	18800	487
49	1225	1.171	17350	467
49	1225	1.171	16350	436
49	1225	1.171	17800	479
49	1225	1.171	18400	485
49	1225	1.171	18800	487
49	1225	1.171	16800	457
49	1225	1.171	16050	411
49	1225	1.171	16100	431
49	1225	1.171	17000	466
49	1225	1.171	16400	446
49	1225	1.171	17400	477
49	1225	1.171	16700	451
50	1250	1.173	16050	411
50	1250	1.173	17350	467
50	1250	1.173	16350	436
50	1250	1.173	17800	479
50	1250	1.173	16100	431
50	1250	1.173	18400	485
50	1250	1.173	18800	487
50	1250	1.173	17400	477
50	1250	1.173	16400	446
50	1250	1.173	16700	451
50	1250	1.173	16800	457
50	1250	1.173	17000	466
51	1275	1.176	17350	467
51	1275	1.176	16350	436
51	1275	1.176	18400	485
51	1275	1.176	18800	487
51	1275	1.176	16050	421
51	1275	1.176	16800	457
51	1275	1.176	17800	479
51	1275	1.176	16100	431
51	1275	1.176	17400	477
51	1275	1.176	16700	451
51	1275	1.176	17000	466
51	1275	1.176	16400	446
52	1300	1.179	16050	421
52	1300	1.179	17350	467
52	1300	1.179	16350	436
52	1300	1.179	18400	485
52	1300	1.179	18800	487
52	1300	1.179	16700	451
52	1300	1.179	16400	446
52	1300	1.179	17800	479
52	1300	1.179	16800	457
52	1300	1.179	17000	466
52	1300	1.179	17400	477
52	1300	1.179	16100	431
53	1325	1.183	16050	421
53	1325	1.183	17350	467
53	1325	1.183	16350	436
53	1325	1.183	16800	457
53	1325	1.183	17400	477
53	1325	1.183	18400	485
53	1325	1.183	18800	487
53	1325	1.183	17800	479
53	1325	1.183	16400	446
53	1325	1.183	17000	466
53	1325	1.183	16700	451
53	1325	1.183	16100	431
54	1350	1.191	16050	421
54	1350	1.191	16350	436
54	1350	1.191	17350	467
54	1350	1.191	18800	487
54	1350	1.191	16700	451
54	1350	1.191	16400	446
54	1350	1.191	17800	479
54	1350	1.191	16800	457
54	1350	1.191	17400	477
54	1350	1.191	16100	431
54	1350	1.191	18400	485
54	1350	1.191	17000	466
55	1375	1.2	16050	421
55	1375	1.2	17350	467
55	1375	1.2	16350	436
55	1375	1.2	16800	457
55	1375	1.2	18800	487
55	1375	1.2	17800	479
55	1375	1.2	18400	485
55	1375	1.2	17400	477
55	1375	1.2	16400	446
55	1375	1.2	16100	431
55	1375	1.2	17000	466
55	1375	1.2	16700	451
56	1400	1.206	16050	421
56	1400	1.206	16350	436
56	1400	1.206	17350	467
56	1400	1.206	18800	487
56	1400	1.206	17800	479
56	1400	1.206	18400	485
56	1400	1.206	16700	451
56	1400	1.206	16400	446
56	1400	1.206	16800	457
56	1400	1.206	17000	466
56	1400	1.206	16100	431
56	1400	1.206	17400	477
57	1425	1.213	16050	421
57	1425	1.213	17350	467
57	1425	1.213	16350	436
57	1425	1.213	18800	487
57	1425	1.213	17800	479
57	1425	1.213	16100	431
57	1425	1.213	16700	451
57	1425	1.213	17400	477
57	1425	1.213	18400	485
57	1425	1.213	16000	401
57	1425	1.213	16800	457
57	1425	1.213	16400	446
57	1425	1.213	17000	466
58	1450	1.219	16050	421
58	1450	1.219	16000	401
58	1450	1.219	18800	487
58	1450	1.219	16350	436
58	1450	1.219	17800	479
58	1450	1.219	16700	451
58	1450	1.219	17400	477
58	1450	1.219	16100	431
58	1450	1.219	18400	485
58	1450	1.219	16400	446
58	1450	1.219	17000	466
58	1450	1.219	17350	467
58	1450	1.219	16800	457
59	1475	1.224	16050	421
59	1475	1.224	16000	401
59	1475	1.224	17350	467
59	1475	1.224	16350	436
59	1475	1.224	16800	457
59	1475	1.224	17800	479
59	1475	1.224	16100	431
59	1475	1.224	16700	451
59	1475	1.224	18800	487
59	1475	1.224	17400	477
59	1475	1.224	16400	446
59	1475	1.224	18400	485
59	1475	1.224	17000	466
60	1500	1.228	16000	401
60	1500	1.228	16350	436
60	1500	1.228	18800	487
60	1500	1.228	17800	479
60	1500	1.228	17400	477
60	1500	1.228	18400	485
60	1500	1.228	17350	467
60	1500	1.228	16800	457
60	1500	1.228	16050	421
60	1500	1.228	17000	466
60	1500	1.228	16100	431
60	1500	1.228	16400	446
60	1500	1.228	16700	451
61	1525	1.233	16000	401
61	1525	1.233	17350	467
61	1525	1.233	16350	436
61	1525	1.233	16800	457
61	1525	1.233	17800	479
61	1525	1.233	18800	487
61	1525	1.233	17400	477
61	1525	1.233	18400	485
61	1525	1.233	16400	446
61	1525	1.233	16050	421
61	1525	1.233	16700	451
61	1525	1.233	16100	431
61	1525	1.233	17000	466
62	1550	1.239	18800	487
62	1550	1.239	17800	479
62	1550	1.239	16350	436
62	1550	1.239	18400	485
62	1550	1.239	17350	467
62	1550	1.239	16800	457
62	1550	1.239	16050	421
62	1550	1.239	16000	401
62	1550	1.239	17000	466
62	1550	1.239	16700	451
62	1550	1.239	17400	477
62	1550	1.239	16400	446
62	1550	1.239	16100	431
63	1575	1.244	17350	467
63	1575	1.244	16000	401
63	1575	1.244	17800	479
63	1575	1.244	18800	487
63	1575	1.244	18400	485
63	1575	1.244	17400	477
63	1575	1.244	16800	457
63	1575	1.244	16050	421
63	1575	1.244	16700	451
63	1575	1.244	16400	446
63	1575	1.244	16100	431
63	1575	1.244	17000	466
63	1575	1.244	16350	436
64	1600	1.25	18800	487
64	1600	1.25	17800	479
64	1600	1.25	17350	467
64	1600	1.25	16800	457
64	1600	1.25	16050	421
64	1600	1.25	16000	401
64	1600	1.25	16350	436
64	1600	1.25	16700	451
64	1600	1.25	16400	446
64	1600	1.25	18400	485
64	1600	1.25	16100	431
64	1600	1.25	17400	477
64	1600	1.25	17000	466
65	1625	1.267	17350	467
65	1625	1.267	16000	401
65	1625	1.267	17800	479
65	1625	1.267	18800	487
65	1625	1.267	18400	485
65	1625	1.267	16800	457
65	1625	1.267	16050	421
65	1625	1.267	17400	477
65	1625	1.267	16700	451
65	1625	1.267	16400	446
65	1625	1.267	17000	466
65	1625	1.267	16100	431
65	1625	1.267	16350	436
66	1650	1.279	18800	487
66	1650	1.279	17800	479
66	1650	1.279	16800	457
66	1650	1.279	17350	467
66	1650	1.279	16000	401
66	1650	1.279	18400	485
66	1650	1.279	17400	477
66	1650	1.279	16350	436
66	1650	1.279	16050	421
66	1650	1.279	16700	451
66	1650	1.279	17000	466
66	1650	1.279	16100	431
66	1650	1.279	16400	446
67	1675	1.284	18400	485
67	1675	1.284	17350	467
67	1675	1.284	17800	479
67	1675	1.284	18800	487
67	1675	1.284	16800	457
67	1675	1.284	16050	421
67	1675	1.284	16350	436
67	1675	1.284	17400	477
67	1675	1.284	16000	401
67	1675	1.284	16700	451
67	1675	1.284	16100	431
67	1675	1.284	16400	446
67	1675	1.284	17000	466
68	1700	1.294	18800	487
68	1700	1.294	17800	479
68	1700	1.294	17350	467
68	1700	1.294	18400	485
68	1700	1.294	16350	436
68	1700	1.294	16000	401
68	1700	1.294	16050	421
68	1700	1.294	16800	457
68	1700	1.294	17400	477
68	1700	1.294	17000	466
68	1700	1.294	16700	451
68	1700	1.294	16400	446
68	1700	1.294	16100	431
69	1725	1.304	18400	485
69	1725	1.304	17350	467
69	1725	1.304	17800	479
69	1725	1.304	18800	487
69	1725	1.304	16350	436
69	1725	1.304	17400	477
69	1725	1.304	16050	421
69	1725	1.304	17000	466
69	1725	1.304	16800	457
69	1725	1.304	16400	446
69	1725	1.304	16100	431
69	1725	1.304	16000	401
69	1725	1.304	16700	451
70	1750	1.32	18800	487
70	1750	1.32	17800	479
70	1750	1.32	17350	467
70	1750	1.32	18400	485
70	1750	1.32	16350	436
70	1750	1.32	16700	451
70	1750	1.32	16050	421
70	1750	1.32	17400	477
70	1750	1.32	16000	401
70	1750	1.32	16100	431
70	1750	1.32	16400	446
70	1750	1.32	17000	466
70	1750	1.32	16800	457
71	1775	1.33	18400	485
71	1775	1.33	17350	467
71	1775	1.33	17800	479
71	1775	1.33	18800	487
71	1775	1.33	17400	477
71	1775	1.33	17000	466
71	1775	1.33	16000	401
71	1775	1.33	16800	457
71	1775	1.33	16700	451
71	1775	1.33	16400	446
71	1775	1.33	16350	436
71	1775	1.33	16050	421
71	1775	1.33	16100	431
72	1800	1.336	18800	487
72	1800	1.336	17800	479
72	1800	1.336	17350	467
72	1800	1.336	18400	485
72	1800	1.336	16350	436
72	1800	1.336	16700	451
72	1800	1.336	16000	401
72	1800	1.336	16050	421
72	1800	1.336	16100	431
72	1800	1.336	17000	466
72	1800	1.336	16800	457
72	1800	1.336	16400	446
72	1800	1.336	17400	477
73	1825	1.366	18400	485
73	1825	1.366	17350	467
73	1825	1.366	17800	479
73	1825	1.366	18800	487
73	1825	1.366	16000	401
73	1825	1.366	16800	457
73	1825	1.366	16350	436
73	1825	1.366	16100	431
73	1825	1.366	16050	421
73	1825	1.366	16700	451
73	1825	1.366	17400	477
73	1825	1.366	16400	446
73	1825	1.366	17000	466
74	1850	1.371	17800	479
74	1850	1.371	16350	436
74	1850	1.371	17350	467
74	1850	1.371	18400	485
74	1850	1.371	16000	401
74	1850	1.371	17000	466
74	1850	1.371	17400	477
74	1850	1.371	16400	446
74	1850	1.371	16100	431
74	1850	1.371	18800	487
74	1850	1.371	16700	451
74	1850	1.371	16800	457
74	1850	1.371	16050	421
75	1875	1.38	18800	487
75	1875	1.38	18400	485
75	1875	1.38	17350	467
75	1875	1.38	17800	479
75	1875	1.38	16000	401
75	1875	1.38	16350	436
75	1875	1.38	16800	457
75	1875	1.38	16050	421
75	1875	1.38	17400	477
75	1875	1.38	16100	431
75	1875	1.38	17000	466
75	1875	1.38	16700	451
75	1875	1.38	16400	446
76	1900	1.389	17800	479
76	1900	1.389	16350	436
76	1900	1.389	16000	401
76	1900	1.389	18800	487
76	1900	1.389	17400	477
76	1900	1.389	16700	451
76	1900	1.389	16100	431
76	1900	1.389	16050	421
76	1900	1.389	16400	446
76	1900	1.389	16800	457
76	1900	1.389	17350	467
76	1900	1.389	18400	485
76	1900	1.389	17000	466
77	1925	1.399	18800	487
77	1925	1.399	17350	467
77	1925	1.399	16000	401
77	1925	1.399	17800	479
77	1925	1.399	16050	421
77	1925	1.399	17400	477
77	1925	1.399	18400	485
77	1925	1.399	16700	451
77	1925	1.399	16350	436
77	1925	1.399	17000	466
77	1925	1.399	16800	457
77	1925	1.399	16100	431
77	1925	1.399	16400	446
78	1950	1.405	16000	401
78	1950	1.405	16350	436
78	1950	1.405	18800	487
78	1950	1.405	16050	421
78	1950	1.405	18400	485
78	1950	1.405	16700	451
78	1950	1.405	17000	466
78	1950	1.405	17800	479
78	1950	1.405	16800	457
78	1950	1.405	17400	477
78	1950	1.405	16100	431
78	1950	1.405	17350	467
78	1950	1.405	16400	446
79	1975	1.413	17800	479
79	1975	1.413	16000	401
79	1975	1.413	16050	421
79	1975	1.413	18400	485
79	1975	1.413	16350	436
79	1975	1.413	16100	431
79	1975	1.413	18800	487
79	1975	1.413	16800	457
79	1975	1.413	17000	466
79	1975	1.413	17400	477
79	1975	1.413	16400	446
79	1975	1.413	17350	467
79	1975	1.413	16700	451
80	2000	1.419	16000	401
80	2000	1.419	18800	487
80	2000	1.419	16050	421
80	2000	1.419	18400	485
80	2000	1.419	17800	479
80	2000	1.419	16800	457
80	2000	1.419	17400	477
80	2000	1.419	17350	467
80	2000	1.419	16700	451
80	2000	1.419	17000	466
80	2000	1.419	16350	436
80	2000	1.419	16400	446
80	2000	1.419	16100	431
81	2025	1.423	17800	479
81	2025	1.423	16000	401
81	2025	1.423	18400	485
81	2025	1.423	17000	466
81	2025	1.423	16350	436
81	2025	1.423	17400	477
81	2025	1.423	18800	487
81	2025	1.423	16100	431
81	2025	1.423	16700	451
81	2025	1.423	16800	457
81	2025	1.423	17350	467
81	2025	1.423	16050	421
81	2025	1.423	16400	446
82	2050	1.43	16000	401
82	2050	1.43	18400	485
82	2050	1.43	17800	479
82	2050	1.43	18800	487
82	2050	1.43	16800	457
82	2050	1.43	16700	451
82	2050	1.43	16050	421
82	2050	1.43	17350	467
82	2050	1.43	17400	477
82	2050	1.43	16350	436
82	2050	1.43	16400	446
82	2050	1.43	16100	431
82	2050	1.43	17000	466
83	2075	1.435	17800	479
83	2075	1.435	16000	401
83	2075	1.435	18400	485
83	2075	1.435	16350	436
83	2075	1.435	18800	487
83	2075	1.435	16050	421
83	2075	1.435	17350	467
83	2075	1.435	16700	451
83	2075	1.435	16100	431
83	2075	1.435	17000	466
83	2075	1.435	16400	446
83	2075	1.435	17400	477
83	2075	1.435	16800	457
84	2100	1.445	18400	485
84	2100	1.445	18800	487
84	2100	1.445	16700	451
84	2100	1.445	17350	467
84	2100	1.445	16350	436
84	2100	1.445	16050	421
84	2100	1.445	16000	401
84	2100	1.445	17800	479
84	2100	1.445	16100	431
84	2100	1.445	16400	446
84	2100	1.445	16800	457
84	2100	1.445	17400	477
84	2100	1.445	17000	466
85	2125	1.452	16000	401
85	2125	1.452	18400	485
85	2125	1.452	18800	487
85	2125	1.452	16050	421
85	2125	1.452	17350	467
85	2125	1.452	16700	451
85	2125	1.452	17800	479
85	2125	1.452	16400	446
85	2125	1.452	16100	431
85	2125	1.452	17400	477
85	2125	1.452	16350	436
85	2125	1.452	16800	457
85	2125	1.452	17000	466
86	2150	1.456	18800	487
86	2150	1.456	18400	485
86	2150	1.456	17350	467
86	2150	1.456	16000	401
86	2150	1.456	17800	479
86	2150	1.456	16100	431
86	2150	1.456	16800	457
86	2150	1.456	16400	446
86	2150	1.456	16050	421
86	2150	1.456	17000	466
86	2150	1.456	16350	436
86	2150	1.456	17400	477
86	2150	1.456	16700	451
87	2175	1.463	16000	401
87	2175	1.463	18400	485
87	2175	1.463	18800	487
87	2175	1.463	17400	477
87	2175	1.463	16100	431
87	2175	1.463	16800	457
87	2175	1.463	16700	451
87	2175	1.463	16050	421
87	2175	1.463	16350	436
87	2175	1.463	17800	479
87	2175	1.463	17350	467
87	2175	1.463	17000	466
87	2175	1.463	16400	446
88	2200	1.505	18800	487
88	2200	1.505	18400	485
88	2200	1.505	16000	401
88	2200	1.505	17400	477
88	2200	1.505	16700	451
88	2200	1.505	17350	467
88	2200	1.505	16350	436
88	2200	1.505	16800	457
88	2200	1.505	16100	431
88	2200	1.505	17800	479
88	2200	1.505	16400	446
88	2200	1.505	16050	421
88	2200	1.505	17000	466
89	2225	1.528	16000	401
89	2225	1.528	18400	485
89	2225	1.528	18800	487
89	2225	1.528	16800	457
89	2225	1.528	16700	451
89	2225	1.528	16350	436
89	2225	1.528	17800	479
89	2225	1.528	17350	467
89	2225	1.528	16100	431
89	2225	1.528	16050	421
89	2225	1.528	16400	446
89	2225	1.528	17000	466
89	2225	1.528	17400	477
90	2250	1.548	18800	487
90	2250	1.548	18400	485
90	2250	1.548	16000	401
90	2250	1.548	17350	467
90	2250	1.548	16350	436
90	2250	1.548	16050	421
90	2250	1.548	17800	479
90	2250	1.548	16100	431
90	2250	1.548	16400	446
90	2250	1.548	16700	451
90	2250	1.548	16800	457
90	2250	1.548	17000	466
90	2250	1.548	17400	477
91	2275	1.584	16000	401
91	2275	1.584	18400	485
91	2275	1.584	18800	487
91	2275	1.584	17350	467
91	2275	1.584	17800	479
91	2275	1.584	16050	421
91	2275	1.584	16100	431
91	2275	1.584	17000	466
91	2275	1.584	16800	457
91	2275	1.584	17400	477
91	2275	1.584	16700	451
91	2275	1.584	16400	446
91	2275	1.584	16350	436
92	2300	1.598	18800	487
92	2300	1.598	18400	485
92	2300	1.598	16000	401
92	2300	1.598	17350	467
92	2300	1.598	16700	451
92	2300	1.598	16350	436
92	2300	1.598	17800	479
92	2300	1.598	16800	457
92	2300	1.598	17400	477
92	2300	1.598	16100	431
92	2300	1.598	16050	421
92	2300	1.598	16400	446
92	2300	1.598	17000	466
93	2325	1.604	16000	401
93	2325	1.604	18400	485
93	2325	1.604	18800	487
93	2325	1.604	16350	436
93	2325	1.604	16050	421
93	2325	1.604	17800	479
93	2325	1.604	16800	457
93	2325	1.604	17400	477
93	2325	1.604	16700	451
93	2325	1.604	16100	431
