iteration	evaluations	runtime[s]	Coste-minimo[MIN]	Productividad-maxima[MAX]
389	9725	3.456	16000	401
389	9725	3.456	18800	487
389	9725	3.456	18400	485
389	9725	3.456	17350	467
389	9725	3.456	16700	451
389	9725	3.456	17400	477
389	9725	3.456	17800	479
389	9725	3.456	17000	466
389	9725	3.456	16100	431
389	9725	3.456	16400	446
389	9725	3.456	16800	457
389	9725	3.456	16050	421
390	9750	3.46	18800	487
390	9750	3.46	16000	401
390	9750	3.46	16050	421
390	9750	3.46	18400	485
390	9750	3.46	17800	479
390	9750	3.46	16100	431
390	9750	3.46	17000	466
390	9750	3.46	16350	436
390	9750	3.46	16700	451
390	9750	3.46	17350	467
390	9750	3.46	16800	457
390	9750	3.46	16400	446
390	9750	3.46	17400	477
391	9775	3.463	16350	436
391	9775	3.463	16000	401
391	9775	3.463	18800	487
391	9775	3.463	18400	485
391	9775	3.463	16700	451
391	9775	3.463	17350	467
391	9775	3.463	17800	479
391	9775	3.463	16050	421
391	9775	3.463	16100	431
391	9775	3.463	17000	466
391	9775	3.463	16800	457
391	9775	3.463	17400	477
391	9775	3.463	16400	446
392	9800	3.466	16050	421
392	9800	3.466	16000	401
392	9800	3.466	18400	485
392	9800	3.466	16350	436
392	9800	3.466	16700	451
392	9800	3.466	16400	446
392	9800	3.466	18800	487
392	9800	3.466	17000	466
392	9800	3.466	17400	477
392	9800	3.466	16800	457
392	9800	3.466	17800	479
392	9800	3.466	17350	467
392	9800	3.466	16100	431
393	9825	3.469	18800	487
393	9825	3.469	16350	436
393	9825	3.469	16000	401
393	9825	3.469	18400	485
393	9825	3.469	17800	479
393	9825	3.469	16050	421
393	9825	3.469	16100	431
393	9825	3.469	16700	451
393	9825	3.469	16800	457
393	9825	3.469	17350	467
393	9825	3.469	17000	466
393	9825	3.469	17400	477
393	9825	3.469	16400	446
394	9850	3.471	18400	485
394	9850	3.471	16000	401
394	9850	3.471	16350	436
394	9850	3.471	16700	451
394	9850	3.471	17800	479
394	9850	3.471	17350	467
394	9850	3.471	16100	431
394	9850	3.471	16400	446
394	9850	3.471	18800	487
394	9850	3.471	16800	457
394	9850	3.471	16050	421
394	9850	3.471	17400	477
394	9850	3.471	17000	466
395	9875	3.474	16350	436
395	9875	3.474	16000	401
395	9875	3.474	18400	485
395	9875	3.474	16100	431
395	9875	3.474	18800	487
395	9875	3.474	16700	451
395	9875	3.474	17350	467
395	9875	3.474	16050	421
395	9875	3.474	16400	446
395	9875	3.474	17800	479
395	9875	3.474	17400	477
395	9875	3.474	17000	466
395	9875	3.474	16800	457
396	9900	3.479	18400	485
396	9900	3.479	16350	436
396	9900	3.479	17800	479
396	9900	3.479	18800	487
396	9900	3.479	17350	467
396	9900	3.479	16800	457
396	9900	3.479	16000	401
396	9900	3.479	16050	421
396	9900	3.479	16100	431
396	9900	3.479	17000	466
396	9900	3.479	16700	451
396	9900	3.479	17400	477
396	9900	3.479	16400	446
397	9925	3.484	16000	401
397	9925	3.484	18400	485
397	9925	3.484	16050	421
397	9925	3.484	17800	479
397	9925	3.484	17400	477
397	9925	3.484	16700	451
397	9925	3.484	16100	431
397	9925	3.484	16350	436
397	9925	3.484	17350	467
397	9925	3.484	18800	487
397	9925	3.484	16400	446
397	9925	3.484	16800	457
397	9925	3.484	17000	466
398	9950	3.523	18400	485
398	9950	3.523	17800	479
398	9950	3.523	18800	487
398	9950	3.523	16050	421
398	9950	3.523	16100	431
398	9950	3.523	16700	451
398	9950	3.523	17400	477
398	9950	3.523	16000	401
398	9950	3.523	16800	457
398	9950	3.523	17350	467
398	9950	3.523	16350	436
398	9950	3.523	16400	446
398	9950	3.523	17000	466
399	9975	3.528	18400	485
399	9975	3.528	16050	421
399	9975	3.528	17800	479
399	9975	3.528	16700	451
399	9975	3.528	16000	401
399	9975	3.528	16100	431
399	9975	3.528	18800	487
399	9975	3.528	17350	467
399	9975	3.528	16350	436
399	9975	3.528	16400	446
399	9975	3.528	17000	466
399	9975	3.528	16800	457
399	9975	3.528	17400	477
400	10000	3.533	18400	485
400	10000	3.533	16050	421
400	10000	3.533	16700	451
400	10000	3.533	16000	401
400	10000	3.533	16350	436
400	10000	3.533	16100	431
400	10000	3.533	17350	467
400	10000	3.533	17800	479
400	10000	3.533	16800	457
400	10000	3.533	18800	487
400	10000	3.533	16400	446
400	10000	3.533	17400	477
400	10000	3.533	17000	466
401	10025	3.535	18400	485
401	10025	3.535	16050	421
401	10025	3.535	17800	479
401	10025	3.535	16700	451
401	10025	3.535	16000	401
401	10025	3.535	16100	431
401	10025	3.535	18800	487
401	10025	3.535	17350	467
401	10025	3.535	17000	466
401	10025	3.535	16350	436
401	10025	3.535	17400	477
401	10025	3.535	16800	457
401	10025	3.535	16400	446
402	10050	3.539	18400	485
402	10050	3.539	16050	421
402	10050	3.539	16700	451
402	10050	3.539	16000	401
402	10050	3.539	16350	436
402	10050	3.539	18800	487
402	10050	3.539	16800	457
402	10050	3.539	17800	479
402	10050	3.539	17350	467
402	10050	3.539	17400	477
402	10050	3.539	16400	446
402	10050	3.539	17000	466
402	10050	3.539	16100	431
403	10075	3.554	16050	421
403	10075	3.554	18400	485
403	10075	3.554	16000	401
403	10075	3.554	18800	487
403	10075	3.554	17400	477
403	10075	3.554	16800	457
403	10075	3.554	16100	431
403	10075	3.554	16350	436
403	10075	3.554	16700	451
403	10075	3.554	16400	446
403	10075	3.554	17800	479
403	10075	3.554	17000	466
403	10075	3.554	17350	467
404	10100	3.559	18400	485
404	10100	3.559	16700	451
404	10100	3.559	16050	421
404	10100	3.559	16000	401
404	10100	3.559	18800	487
404	10100	3.559	17350	467
404	10100	3.559	16100	431
404	10100	3.559	17400	477
404	10100	3.559	17000	466
404	10100	3.559	16350	436
404	10100	3.559	17800	479
404	10100	3.559	16800	457
404	10100	3.559	16400	446
405	10125	3.562	18800	487
405	10125	3.562	16050	421
405	10125	3.562	16000	401
405	10125	3.562	18400	485
405	10125	3.562	16100	431
405	10125	3.562	17800	479
405	10125	3.562	17350	467
405	10125	3.562	16800	457
405	10125	3.562	16700	451
405	10125	3.562	16350	436
405	10125	3.562	16400	446
405	10125	3.562	17400	477
405	10125	3.562	17000	466
406	10150	3.565	18400	485
406	10150	3.565	16050	421
406	10150	3.565	16000	401
406	10150	3.565	18800	487
406	10150	3.565	16700	451
406	10150	3.565	16350	436
406	10150	3.565	16100	431
406	10150	3.565	17350	467
406	10150	3.565	17400	477
406	10150	3.565	17800	479
406	10150	3.565	17000	466
406	10150	3.565	16400	446
406	10150	3.565	16800	457
407	10175	3.567	18800	487
407	10175	3.567	16000	401
407	10175	3.567	17800	479
407	10175	3.567	16700	451
407	10175	3.567	16350	436
407	10175	3.567	16800	457
407	10175	3.567	16050	421
407	10175	3.567	16400	446
407	10175	3.567	18400	485
407	10175	3.567	16100	431
407	10175	3.567	17350	467
407	10175	3.567	17400	477
407	10175	3.567	17000	466
408	10200	3.57	16050	421
408	10200	3.57	16000	401
408	10200	3.57	18800	487
408	10200	3.57	16700	451
408	10200	3.57	16350	436
408	10200	3.57	17800	479
408	10200	3.57	16800	457
408	10200	3.57	17350	467
408	10200	3.57	16100	431
408	10200	3.57	18400	485
408	10200	3.57	17400	477
408	10200	3.57	16400	446
408	10200	3.57	17000	466
409	10225	3.576	18800	487
409	10225	3.576	16000	401
409	10225	3.576	16700	451
409	10225	3.576	16800	457
409	10225	3.576	16050	421
409	10225	3.576	16100	431
409	10225	3.576	18400	485
409	10225	3.576	17400	477
409	10225	3.576	16350	436
409	10225	3.576	17350	467
409	10225	3.576	16400	446
409	10225	3.576	17800	479
409	10225	3.576	17000	466
410	10250	3.578	16050	421
410	10250	3.578	16000	401
410	10250	3.578	18800	487
410	10250	3.578	16350	436
410	10250	3.578	17800	479
410	10250	3.578	16100	431
410	10250	3.578	17350	467
410	10250	3.578	16400	446
410	10250	3.578	16800	457
410	10250	3.578	18400	485
410	10250	3.578	16700	451
410	10250	3.578	17400	477
410	10250	3.578	17000	466
411	10275	3.617	18800	487
411	10275	3.617	16000	401
411	10275	3.617	16050	421
411	10275	3.617	16100	431
411	10275	3.617	17400	477
411	10275	3.617	16350	436
411	10275	3.617	18400	485
411	10275	3.617	16700	451
411	10275	3.617	17000	466
411	10275	3.617	16800	457
411	10275	3.617	17800	479
411	10275	3.617	17350	467
411	10275	3.617	16400	446
412	10300	3.621	16050	421
412	10300	3.621	18800	487
412	10300	3.621	16100	431
412	10300	3.621	17350	467
412	10300	3.621	18400	485
412	10300	3.621	16700	451
412	10300	3.621	16800	457
412	10300	3.621	16400	446
412	10300	3.621	17400	477
412	10300	3.621	16350	436
412	10300	3.621	17000	466
412	10300	3.621	17800	479
412	10300	3.621	16000	401
413	10325	3.624	16000	401
413	10325	3.624	16100	431
413	10325	3.624	16350	436
413	10325	3.624	18400	485
413	10325	3.624	16700	451
413	10325	3.624	16800	457
413	10325	3.624	17350	467
413	10325	3.624	16050	421
413	10325	3.624	18800	487
413	10325	3.624	17800	479
413	10325	3.624	17400	477
413	10325	3.624	17000	466
413	10325	3.624	16400	446
414	10350	3.626	18800	487
414	10350	3.626	16050	421
414	10350	3.626	16100	431
414	10350	3.626	18400	485
414	10350	3.626	17800	479
414	10350	3.626	16000	401
414	10350	3.626	16400	446
414	10350	3.626	16350	436
414	10350	3.626	17350	467
414	10350	3.626	16800	457
414	10350	3.626	16700	451
414	10350	3.626	17400	477
414	10350	3.626	17000	466
415	10375	3.629	16100	431
415	10375	3.629	16000	401
415	10375	3.629	16350	436
415	10375	3.629	16050	421
415	10375	3.629	18800	487
415	10375	3.629	16400	446
415	10375	3.629	16700	451
415	10375	3.629	16800	457
415	10375	3.629	17350	467
415	10375	3.629	17800	479
415	10375	3.629	18400	485
415	10375	3.629	17400	477
415	10375	3.629	17000	466
416	10400	3.632	18800	487
416	10400	3.632	16050	421
416	10400	3.632	16000	401
416	10400	3.632	16350	436
416	10400	3.632	16700	451
416	10400	3.632	18400	485
416	10400	3.632	16400	446
416	10400	3.632	16100	431
416	10400	3.632	16800	457
416	10400	3.632	17400	477
416	10400	3.632	17000	466
416	10400	3.632	17800	479
416	10400	3.632	17350	467
417	10425	3.634	16100	431
417	10425	3.634	16000	401
417	10425	3.634	16050	421
417	10425	3.634	18800	487
417	10425	3.634	16400	446
417	10425	3.634	17800	479
417	10425	3.634	16350	436
417	10425	3.634	17350	467
417	10425	3.634	16800	457
417	10425	3.634	17400	477
417	10425	3.634	16700	451
417	10425	3.634	17000	466
417	10425	3.634	18400	485
418	10450	3.642	18800	487
418	10450	3.642	16050	421
418	10450	3.642	18400	485
418	10450	3.642	16100	431
418	10450	3.642	17800	479
418	10450	3.642	17350	467
418	10450	3.642	16350	436
418	10450	3.642	16000	401
418	10450	3.642	16800	457
418	10450	3.642	16400	446
418	10450	3.642	17000	466
418	10450	3.642	17400	477
418	10450	3.642	16700	451
419	10475	3.647	16100	431
419	10475	3.647	16000	401
419	10475	3.647	16050	421
419	10475	3.647	18800	487
419	10475	3.647	17800	479
419	10475	3.647	16350	436
419	10475	3.647	17350	467
419	10475	3.647	18400	485
419	10475	3.647	16700	451
419	10475	3.647	16800	457
419	10475	3.647	16400	446
419	10475	3.647	17400	477
419	10475	3.647	17000	466
420	10500	3.658	18800	487
420	10500	3.658	16050	421
420	10500	3.658	18400	485
420	10500	3.658	16100	431
420	10500	3.658	17350	467
420	10500	3.658	16000	401
420	10500	3.658	17400	477
420	10500	3.658	16700	451
420	10500	3.658	16800	457
420	10500	3.658	16350	436
420	10500	3.658	17800	479
420	10500	3.658	17000	466
420	10500	3.658	16400	446
421	10525	3.662	16000	401
421	10525	3.662	16050	421
421	10525	3.662	18800	487
421	10525	3.662	17800	479
421	10525	3.662	18400	485
421	10525	3.662	16700	451
421	10525	3.662	17400	477
421	10525	3.662	16800	457
421	10525	3.662	16350	436
421	10525	3.662	17000	466
421	10525	3.662	16100	431
421	10525	3.662	16400	446
421	10525	3.662	17350	467
422	10550	3.687	18800	487
422	10550	3.687	18400	485
422	10550	3.687	17350	467
422	10550	3.687	16000	401
422	10550	3.687	17800	479
422	10550	3.687	16400	446
422	10550	3.687	16800	457
422	10550	3.687	16350	436
422	10550	3.687	16100	431
422	10550	3.687	16700	451
422	10550	3.687	17400	477
422	10550	3.687	16050	421
422	10550	3.687	17000	466
423	10575	3.692	16000	401
423	10575	3.692	18800	487
423	10575	3.692	18400	485
423	10575	3.692	16700	451
423	10575	3.692	16400	446
423	10575	3.692	16050	421
423	10575	3.692	17400	477
423	10575	3.692	17350	467
423	10575	3.692	17000	466
423	10575	3.692	17800	479
423	10575	3.692	16100	431
423	10575	3.692	16350	436
423	10575	3.692	16800	457
424	10600	3.697	18800	487
424	10600	3.697	18400	485
424	10600	3.697	16000	401
424	10600	3.697	17350	467
424	10600	3.697	16350	436
424	10600	3.697	17800	479
424	10600	3.697	17000	466
424	10600	3.697	16800	457
424	10600	3.697	16050	421
424	10600	3.697	16400	446
424	10600	3.697	17400	477
424	10600	3.697	16100	431
424	10600	3.697	16700	451
425	10625	3.708	16000	401
425	10625	3.708	18800	487
425	10625	3.708	18400	485
425	10625	3.708	16050	421
425	10625	3.708	17350	467
425	10625	3.708	17800	479
425	10625	3.708	16800	457
425	10625	3.708	16700	451
425	10625	3.708	16100	431
425	10625	3.708	16350	436
425	10625	3.708	17000	466
425	10625	3.708	17400	477
425	10625	3.708	16400	446
426	10650	3.712	18800	487
426	10650	3.712	18400	485
426	10650	3.712	16000	401
426	10650	3.712	17350	467
426	10650	3.712	17800	479
426	10650	3.712	17000	466
426	10650	3.712	16050	421
426	10650	3.712	16700	451
426	10650	3.712	16100	431
426	10650	3.712	16800	457
426	10650	3.712	17400	477
426	10650	3.712	16350	436
426	10650	3.712	16400	446
427	10675	3.716	16000	401
427	10675	3.716	18800	487
427	10675	3.716	18400	485
427	10675	3.716	16050	421
427	10675	3.716	17350	467
427	10675	3.716	17800	479
427	10675	3.716	16800	457
427	10675	3.716	16700	451
427	10675	3.716	16100	431
427	10675	3.716	16350	436
427	10675	3.716	16400	446
427	10675	3.716	17000	466
427	10675	3.716	17400	477
428	10700	3.834	18800	487
428	10700	3.834	18400	485
428	10700	3.834	16000	401
428	10700	3.834	17350	467
428	10700	3.834	17800	479
428	10700	3.834	16050	421
428	10700	3.834	16700	451
428	10700	3.834	16800	457
428	10700	3.834	16350	436
428	10700	3.834	17000	466
428	10700	3.834	16400	446
428	10700	3.834	16100	431
428	10700	3.834	17400	477
429	10725	3.84	16000	401
429	10725	3.84	16050	421
429	10725	3.84	17350	467
429	10725	3.84	17800	479
429	10725	3.84	16400	446
429	10725	3.84	17000	466
429	10725	3.84	16100	431
429	10725	3.84	18400	485
429	10725	3.84	17400	477
429	10725	3.84	16700	451
429	10725	3.84	16800	457
429	10725	3.84	18800	487
429	10725	3.84	16350	436
430	10750	3.843	18800	487
430	10750	3.843	18400	485
430	10750	3.843	16000	401
430	10750	3.843	17350	467
430	10750	3.843	16350	436
430	10750	3.843	16700	451
430	10750	3.843	16050	421
430	10750	3.843	16800	457
430	10750	3.843	17000	466
430	10750	3.843	17800	479
430	10750	3.843	17400	477
430	10750	3.843	16400	446
430	10750	3.843	16100	431
431	10775	3.847	16000	401
431	10775	3.847	17800	479
431	10775	3.847	16050	421
431	10775	3.847	18400	485
431	10775	3.847	16700	451
431	10775	3.847	16100	431
431	10775	3.847	16400	446
431	10775	3.847	17350	467
431	10775	3.847	16800	457
431	10775	3.847	16350	436
431	10775	3.847	18800	487
431	10775	3.847	17400	477
431	10775	3.847	17000	466
432	10800	3.854	17350	467
432	10800	3.854	16000	401
432	10800	3.854	16700	451
432	10800	3.854	18800	487
432	10800	3.854	16350	436
432	10800	3.854	16050	421
432	10800	3.854	17800	479
432	10800	3.854	16400	446
432	10800	3.854	16800	457
432	10800	3.854	17400	477
432	10800	3.854	16100	431
432	10800	3.854	17000	466
432	10800	3.854	18400	485
433	10825	3.862	17800	479
433	10825	3.862	16050	421
433	10825	3.862	16000	401
433	10825	3.862	16700	451
433	10825	3.862	16350	436
433	10825	3.862	18800	487
433	10825	3.862	17350	467
433	10825	3.862	18400	485
433	10825	3.862	16800	457
433	10825	3.862	17400	477
433	10825	3.862	16100	431
433	10825	3.862	17000	466
433	10825	3.862	16400	446
434	10850	3.865	16000	401
434	10850	3.865	18800	487
434	10850	3.865	16350	436
434	10850	3.865	16050	421
434	10850	3.865	17800	479
434	10850	3.865	17350	467
434	10850	3.865	18400	485
434	10850	3.865	16700	451
434	10850	3.865	16100	431
434	10850	3.865	17400	477
434	10850	3.865	17000	466
434	10850	3.865	16400	446
434	10850	3.865	16800	457
435	10875	3.868	17800	479
435	10875	3.868	16050	421
435	10875	3.868	16000	401
435	10875	3.868	18800	487
435	10875	3.868	16100	431
435	10875	3.868	16400	446
435	10875	3.868	16800	457
435	10875	3.868	16350	436
435	10875	3.868	17400	477
435	10875	3.868	16700	451
435	10875	3.868	18400	485
435	10875	3.868	17000	466
435	10875	3.868	17350	467
436	10900	3.876	16000	401
436	10900	3.876	17800	479
436	10900	3.876	17350	467
436	10900	3.876	16350	436
436	10900	3.876	17400	477
436	10900	3.876	16400	446
436	10900	3.876	16100	431
436	10900	3.876	18800	487
436	10900	3.876	16700	451
436	10900	3.876	16050	421
436	10900	3.876	18400	485
436	10900	3.876	16800	457
436	10900	3.876	17000	466
437	10925	3.883	16000	401
437	10925	3.883	16350	436
437	10925	3.883	18400	485
437	10925	3.883	17350	467
437	10925	3.883	16050	421
437	10925	3.883	16800	457
437	10925	3.883	18800	487
437	10925	3.883	17800	479
437	10925	3.883	16400	446
437	10925	3.883	16700	451
437	10925	3.883	16100	431
437	10925	3.883	17400	477
437	10925	3.883	17000	466
438	10950	3.894	17800	479
438	10950	3.894	16000	401
438	10950	3.894	17350	467
438	10950	3.894	16100	431
438	10950	3.894	18800	487
438	10950	3.894	16800	457
438	10950	3.894	16050	421
438	10950	3.894	18400	485
438	10950	3.894	17000	466
438	10950	3.894	16700	451
438	10950	3.894	17400	477
438	10950	3.894	16350	436
438	10950	3.894	16400	446
439	10975	3.898	16000	401
439	10975	3.898	17350	467
439	10975	3.898	16800	457
439	10975	3.898	17800	479
439	10975	3.898	16100	431
439	10975	3.898	16350	436
439	10975	3.898	16050	421
439	10975	3.898	18400	485
439	10975	3.898	17400	477
439	10975	3.898	16700	451
439	10975	3.898	17000	466
439	10975	3.898	18800	487
439	10975	3.898	16400	446
440	11000	3.901	17800	479
440	11000	3.901	16000	401
440	11000	3.901	17350	467
440	11000	3.901	16100	431
440	11000	3.901	16400	446
440	11000	3.901	18800	487
440	11000	3.901	16050	421
440	11000	3.901	16700	451
440	11000	3.901	18400	485
440	11000	3.901	17000	466
440	11000	3.901	16800	457
440	11000	3.901	16350	436
440	11000	3.901	17400	477
441	11025	3.904	16000	401
441	11025	3.904	17800	479
441	11025	3.904	16100	431
441	11025	3.904	16050	421
441	11025	3.904	16700	451
441	11025	3.904	18800	487
441	11025	3.904	16350	436
441	11025	3.904	17350	467
441	11025	3.904	18400	485
441	11025	3.904	16800	457
441	11025	3.904	16400	446
441	11025	3.904	17000	466
441	11025	3.904	17400	477
442	11050	3.907	17800	479
442	11050	3.907	16000	401
442	11050	3.907	17350	467
442	11050	3.907	18800	487
442	11050	3.907	16800	457
442	11050	3.907	16350	436
442	11050	3.907	16700	451
442	11050	3.907	17000	466
442	11050	3.907	16400	446
442	11050	3.907	17400	477
442	11050	3.907	16100	431
442	11050	3.907	18400	485
442	11050	3.907	16050	421
443	11075	3.91	16100	431
443	11075	3.91	16350	436
443	11075	3.91	16700	451
443	11075	3.91	17800	479
443	11075	3.91	16800	457
443	11075	3.91	18400	485
443	11075	3.91	16000	401
443	11075	3.91	16050	421
443	11075	3.91	16400	446
443	11075	3.91	18800	487
443	11075	3.91	17350	467
443	11075	3.91	17400	477
443	11075	3.91	17000	466
444	11100	3.914	16000	401
444	11100	3.914	18800	487
444	11100	3.914	17350	467
444	11100	3.914	16800	457
444	11100	3.914	17400	477
444	11100	3.914	18400	485
444	11100	3.914	16050	421
444	11100	3.914	16100	431
444	11100	3.914	17800	479
444	11100	3.914	16350	436
444	11100	3.914	16400	446
444	11100	3.914	17000	466
444	11100	3.914	16700	451
445	11125	3.917	16350	436
445	11125	3.917	16700	451
445	11125	3.917	16100	431
445	11125	3.917	16000	401
445	11125	3.917	16050	421
445	11125	3.917	18800	487
445	11125	3.917	17350	467
445	11125	3.917	18400	485
445	11125	3.917	17800	479
445	11125	3.917	16400	446
445	11125	3.917	17400	477
445	11125	3.917	16800	457
445	11125	3.917	17000	466
446	11150	3.92	16000	401
446	11150	3.92	18800	487
446	11150	3.92	17350	467
446	11150	3.92	18400	485
446	11150	3.92	17400	477
446	11150	3.92	17800	479
446	11150	3.92	16700	451
446	11150	3.92	16800	457
446	11150	3.92	16400	446
446	11150	3.92	16100	431
446	11150	3.92	16050	421
446	11150	3.92	16350	436
446	11150	3.92	17000	466
447	11175	3.923	16700	451
447	11175	3.923	16000	401
447	11175	3.923	18800	487
447	11175	3.923	17350	467
447	11175	3.923	18400	485
447	11175	3.923	17800	479
447	11175	3.923	16350	436
447	11175	3.923	17400	477
447	11175	3.923	17000	466
447	11175	3.923	16800	457
447	11175	3.923	16050	421
447	11175	3.923	16400	446
447	11175	3.923	16100	431
448	11200	3.926	16000	401
448	11200	3.926	17350	467
448	11200	3.926	18400	485
448	11200	3.926	17800	479
448	11200	3.926	16350	436
448	11200	3.926	18800	487
448	11200	3.926	17400	477
448	11200	3.926	16100	431
448	11200	3.926	16700	451
448	11200	3.926	16050	421
448	11200	3.926	17000	466
448	11200	3.926	16400	446
448	11200	3.926	16800	457
449	11225	3.929	16000	401
449	11225	3.929	18800	487
449	11225	3.929	17350	467
449	11225	3.929	16700	451
449	11225	3.929	18400	485
449	11225	3.929	17800	479
449	11225	3.929	17400	477
449	11225	3.929	16350	436
449	11225	3.929	16100	431
449	11225	3.929	16400	446
449	11225	3.929	16800	457
449	11225	3.929	16050	421
449	11225	3.929	17000	466
450	11250	3.931	17350	467
450	11250	3.931	16000	401
450	11250	3.931	17800	479
450	11250	3.931	16350	436
450	11250	3.931	18800	487
450	11250	3.931	16700	451
450	11250	3.931	16050	421
450	11250	3.931	16400	446
450	11250	3.931	17400	477
450	11250	3.931	18400	485
450	11250	3.931	17000	466
450	11250	3.931	16100	431
450	11250	3.931	16800	457
451	11275	3.934	18800	487
451	11275	3.934	16000	401
451	11275	3.934	17350	467
451	11275	3.934	18400	485
451	11275	3.934	17800	479
451	11275	3.934	16350	436
451	11275	3.934	16400	446
451	11275	3.934	16800	457
451	11275	3.934	16100	431
451	11275	3.934	16050	421
451	11275	3.934	17400	477
451	11275	3.934	17000	466
451	11275	3.934	16700	451
452	11300	3.937	17800	479
452	11300	3.937	17350	467
452	11300	3.937	16000	401
452	11300	3.937	18800	487
452	11300	3.937	18400	485
452	11300	3.937	16800	457
452	11300	3.937	16350	436
452	11300	3.937	16100	431
452	11300	3.937	17000	466
452	11300	3.937	16400	446
452	11300	3.937	16700	451
452	11300	3.937	16050	421
452	11300	3.937	17400	477
453	11325	3.941	18800	487
453	11325	3.941	16000	401
453	11325	3.941	17350	467
453	11325	3.941	17800	479
453	11325	3.941	16050	421
453	11325	3.941	16400	446
453	11325	3.941	18400	485
453	11325	3.941	17400	477
453	11325	3.941	16700	451
453	11325	3.941	16100	431
453	11325	3.941	16350	436
453	11325	3.941	16800	457
453	11325	3.941	17000	466
454	11350	3.951	17800	479
454	11350	3.951	17350	467
454	11350	3.951	16000	401
454	11350	3.951	18800	487
454	11350	3.951	18400	485
454	11350	3.951	16800	457
454	11350	3.951	16050	421
454	11350	3.951	16700	451
454	11350	3.951	16100	431
454	11350	3.951	17000	466
454	11350	3.951	16350	436
454	11350	3.951	16400	446
454	11350	3.951	17400	477
455	11375	3.968	18800	487
455	11375	3.968	16000	401
455	11375	3.968	17350	467
455	11375	3.968	16050	421
455	11375	3.968	18400	485
455	11375	3.968	17400	477
455	11375	3.968	16700	451
455	11375	3.968	16100	431
455	11375	3.968	17800	479
455	11375	3.968	16400	446
455	11375	3.968	16350	436
455	11375	3.968	16800	457
455	11375	3.968	17000	466
456	11400	3.983	17800	479
456	11400	3.983	17350	467
456	11400	3.983	18800	487
456	11400	3.983	18400	485
456	11400	3.983	16700	451
456	11400	3.983	16350	436
456	11400	3.983	17400	477
456	11400	3.983	16800	457
456	11400	3.983	16400	446
456	11400	3.983	17000	466
456	11400	3.983	16000	401
456	11400	3.983	16100	431
456	11400	3.983	16050	421
457	11425	3.986	18800	487
457	11425	3.986	16000	401
457	11425	3.986	17350	467
457	11425	3.986	18400	485
457	11425	3.986	17400	477
457	11425	3.986	17800	479
457	11425	3.986	16350	436
457	11425	3.986	16800	457
457	11425	3.986	16400	446
457	11425	3.986	16100	431
457	11425	3.986	17000	466
457	11425	3.986	16050	421
457	11425	3.986	16700	451
458	11450	3.989	17800	479
458	11450	3.989	17350	467
458	11450	3.989	18800	487
458	11450	3.989	18400	485
458	11450	3.989	16350	436
458	11450	3.989	17400	477
458	11450	3.989	16000	401
458	11450	3.989	16700	451
458	11450	3.989	16800	457
458	11450	3.989	16050	421
458	11450	3.989	17000	466
458	11450	3.989	16400	446
458	11450	3.989	16100	431
459	11475	3.993	18800	487
459	11475	3.993	16000	401
459	11475	3.993	17350	467
459	11475	3.993	18400	485
459	11475	3.993	17800	479
459	11475	3.993	16700	451
459	11475	3.993	16050	421
459	11475	3.993	17400	477
459	11475	3.993	16400	446
459	11475	3.993	16350	436
459	11475	3.993	17000	466
459	11475	3.993	16100	431
459	11475	3.993	16800	457
460	11500	3.996	17800	479
460	11500	3.996	18400	485
460	11500	3.996	17350	467
460	11500	3.996	18800	487
460	11500	3.996	17400	477
460	11500	3.996	16000	401
460	11500	3.996	16700	451
460	11500	3.996	16800	457
460	11500	3.996	16350	436
460	11500	3.996	17000	466
460	11500	3.996	16050	421
460	11500	3.996	16100	431
460	11500	3.996	16400	446
461	11525	4.0	16000	401
461	11525	4.0	17350	467
461	11525	4.0	18400	485
461	11525	4.0	16700	451
461	11525	4.0	16050	421
461	11525	4.0	16800	457
461	11525	4.0	17000	466
461	11525	4.0	17400	477
461	11525	4.0	16350	436
461	11525	4.0	18800	487
461	11525	4.0	17800	479
461	11525	4.0	16100	431
461	11525	4.0	16400	446
462	11550	4.004	18800	487
462	11550	4.004	18400	485
462	11550	4.004	17350	467
462	11550	4.004	17800	479
462	11550	4.004	16700	451
462	11550	4.004	16800	457
462	11550	4.004	16050	421
462	11550	4.004	17400	477
462	11550	4.004	16000	401
462	11550	4.004	16400	446
462	11550	4.004	16100	431
462	11550	4.004	16350	436
462	11550	4.004	17000	466
463	11575	4.01	18400	485
463	11575	4.01	16000	401
463	11575	4.01	16700	451
463	11575	4.01	16050	421
463	11575	4.01	16800	457
463	11575	4.01	17350	467
463	11575	4.01	16100	431
463	11575	4.01	18800	487
463	11575	4.01	17000	466
463	11575	4.01	17400	477
463	11575	4.01	16350	436
463	11575	4.01	16400	446
463	11575	4.01	17800	479
464	11600	4.014	18400	485
464	11600	4.014	17350	467
464	11600	4.014	16800	457
464	11600	4.014	17400	477
464	11600	4.014	18800	487
464	11600	4.014	17800	479
464	11600	4.014	16000	401
464	11600	4.014	16050	421
464	11600	4.014	16700	451
464	11600	4.014	16400	446
464	11600	4.014	17000	466
464	11600	4.014	16100	431
464	11600	4.014	16350	436
465	11625	4.017	16000	401
465	11625	4.017	18400	485
465	11625	4.017	16800	457
465	11625	4.017	18800	487
465	11625	4.017	17800	479
465	11625	4.017	16350	436
465	11625	4.017	16050	421
465	11625	4.017	17350	467
465	11625	4.017	16700	451
